072420.75   +420900.6  2MASX J07242070+4209004       2193308  108110  0.057               SB        (r,bl)        Sab    2  1.00  SB(r,bl)ab:
160847.12   +343559.7  2MASX J16084709+3435593       2051670  232147  0.062  (RL)         SAB       (s)           S0+   -1  0.50  (RL)SAB(s)0^+^
160859.86   +352326.3  2MASX J16085987+3523264       2063778  234569  0.068               SA        (rl)          S0+   -1  0.00  SA(rl)0^+^
160916.00   +044454.6  2MASX J16091602+0444548       3860400   93430  0.081  (RPL)        SA_B      (rs)          Sb     3  0.75  (RPL)SA_B(rs)b
160920.05   +575527.6  2MASX J16092002+5755273       3860422  146888  ---                 SA_B      (r)           S0+   -1  0.75  SA_B(r)0^+^
160925.79   +303957.7  SDSS J160925.78+303957.7      3569895  233704  0.147  (RP)         SA        (s)           Sa     1  0.00  (RP)SA(s)a
160929.43   +303204.6  2MASX J16092941+3032043       1907633  233707  0.032  (R1R2P)      SAB       (l)           S0/a   0  0.50  (R1R2P)SAB(l)0/a
160934.01   +162804.0  2MASX J16093403+1628042       1509476  141645  0.132  (R)          SAB                     Sab    2  0.50  (R)SABab:
160942.10   +251315.0  CGCG 137-048                    57327  102580  0.068               SB        (r)           Sbc    4  1.00  SB(r)bc
160950.12   +351725.5  2MASX J16095010+3517253       2062253  234574  0.060  (RP)         SB        (_rs,bl)      Sb     3  1.00  (RP)SB(_rs,bl)b
161003.82   +055619.1  2MASX J16100383+0556195       3860675   92235  ---                 S_AB      (r)           S0+   -1  0.25  S_AB(r)0^+^:
161009.93   +350540.1  2MASX J16100993+3505405       2059315  234577  0.054  (R2P)        SAB_a     (l)           Sb     3  0.50  (R2P)SAB_a(l)b
161012.20   +281501.3  SDSS J161012.19+281501.2      4120903   99656  0.164  (RP)         SA        (_rs,r)       Sbc    4  0.00  (RP)SA(_rs,r)bc
161016.94   +290732.8  2MASX J16101692+2907332       3089166  101344  0.033  (RPL)        S_AB_a    (irpl)        S0/a   0  0.25  (RPL)S_AB_a(irpl)0/a
161023.76   +144659.9  2MASX J16102374+1446594       1467070  145648  0.130               SA        (rs)          Sa     1  0.00  SA(rs)a pec
161043.06   +581739.6  2MASX J16104309+5817393       2576939  146957  ---    (R2P)        SAB       (l)           Sb     3  0.50  (R2P)SAB(l)b
161043.82   +410854.8  UGC 10252                       57386   85736  0.031  (RP)         SA        (_rs)         Sb     3  0.00  (RP)SA(_rs)b
161046.82   +522806.1  2MASX J16104683+5228057       3133358   32668  0.063  (RP)         SA        (l)           Sa     1  0.00  (RP)SA(l)a:
161056.85   +355910.7  UGC 10255                       57394  234984  0.031  (R1P)        SB        (p,_rs,bl)    Sab    2  1.00  (R1P)SB(p,_rs,bl)ab
161104.19   +583953.2  MCG +10-23-031                  57393  182711  ---                 SB        (rs)          Sb     3  1.00  SB(rs)b [ac]
161112.59   +242117.0  2MASX J16111255+2421165       1705432  102202  0.069               SAB       (_rs)         Sb     3  0.50  SAB(_rs)b:
161116.61   +450716.9  2MASX J16111659+4507165       2259261  201390  0.055               SA        (r)           S0+   -1  0.00  SA(r)0^+^
161119.83   +560305.2  2MASX J16111983+5603055       2523773  146403  ---    (R1PR2P)     SA_B_a    (irpl)        Sa     1  0.75  (R1PR2P)SA_B_a(irpl)a
161122.77   +084813.9  SDSS J161122.77+084813.9      4121033  100830  0.101  (R)          SAB                     Sb     3  0.50  (R)SABb:
161124.69   +585101.4  SBS 1610+589                  2583533  147226  0.032  (R1P)        SAB       (p,_rs)       Sab    2  0.50  (R1P)SAB(p,_rs)ab
161135.69   +240435.8  2MASX J16113570+2404356       1699245  228080  0.031  (L)          SB        (_rs,bl)      S0+   -1  1.00  (L)SB(_rs,bl)0^+^
161156.76   +164640.9  CGCG 108-166                    57453  138236  0.034  (R1)         SA_B      (r,bl)        S0+   -1  0.75  (R1)SA_B(r,bl)0^+^
161209.49   +503309.6  2MASX J16120951+5033090       2376236   12269  0.043  (R2P)        SAB_a     (rl)          Sab    2  0.50  (R2P)SAB_a(rl)ab
161211.26   +293426.8  CGCG 167-042                    57444  233515  0.054  (R)          SA                      Sa     1  0.00  (R)SAa pec
161211.87   +061112.1  2MASX J16121184+0611119       3091861  216880  0.040  (R1P)        SA_B_a    (_rs,bl)      Sa     1  0.75  (R1P)SA_B_a(_rs,bl)a
161215.26   +272100.8  2MASX J16121530+2721006       1805388  100901  0.065  (R1P)        SB        (p,r,bl)      Sab    2  1.00  (R1P)SB(p,r,bl)ab
161222.13   +421643.4  2MASX J16122218+4216430        140587   70569  0.129  (R12P)       SA_B_a    (s)           Sb     3  0.75  (R12P)SA_B_a(s)b:
161223.63   +351029.9  2MASX J16122363+3510294       3861436  234770  0.062  (R1P)        SAB       (p,_rs)       Sb     3  0.50  (R1P)SAB(p,_rs)b
161237.21   +392508.5  2MASX J16123720+3925083       2149442   85081  0.032  (R)          SA        (l)           S0+   -1  0.00  (R)SA(l)0^+^
161239.53   +162210.7  2MASX J16123950+1622102       1507159  135588  0.075  (R2P)        S_AB      (l)           Sa     1  0.25  (R2P)S_AB(l)a:
161254.09   +110723.1  LSBC F727-V04                     ---  172627  0.040  (RP)         SA        (s)           S0/a   0  0.00  (RP)SA(s)0/a
161310.67   +232602.5  2MASX J16131067+2326017       1687335  227242  0.039               SA        (rs)          Sab    2  0.00  SA(rs)ab:
161313.39   +111916.2  2MASX J16131340+1119160       1391900  177150  0.073  (RL)         SA        (l)           S0+   -1  0.00  (RL)SA(l)0^+^
161318.27   +074327.6  SDSS J161318.26+074327.6      1329189   99106  0.125  (RP)         SA        (l)           Sb     3  0.00  (RP)SA(l)b
161340.11   +303911.1  2MASX J16134008+3039106       1912304   88336  0.144  (R2P)        SAB       (l)           Sa     1  0.50  (R2P)SAB(l)a:
161342.65   +512451.3  2MASX J16134265+5124506       2393696   12923  0.088  (RP)         S_AB      (irpl)        Sa     1  0.25  (RP)S_AB(irpl)a
161344.68   +075648.7  2MASX J16134469+0756482       1335071  100444  0.079  (R2P)        SA        (rl)          Sab    2  0.00  (R2P)SA(rl)ab
161403.82   +180918.8  2MASX J16140383+1809189       1551690  189148  0.103  (RPL)        SA        (l:)          Sa     1  0.00  (RPL)SA(l:)a:
161446.70   +263331.8  NGC 6096                        57598   99464  0.033  (RP,RP,R)    SA        (r)           Sa     1  0.00  (RP,RP,R)SA(r)a
161454.14   +062144.7  2MASX J16145411+0621444       1299256  217689  0.059  (RP)         SA        (rs)          Sab    2  0.00  (RP)SA(rs)ab
161455.21   +314858.9  2MASX J16145523+3148587       1965925   96573  0.059  (RL)         S_AB      (l)           S0+   -1  0.25  (RL)S_AB(l)0^+^
161501.65   +060922.4  2MASX J16150162+0609224       3091863   89088  0.064  (R2P)        SAB       (l)           Sa     1  0.50  (R2P)SAB(l)a
161502.19   +235330.1  2MASX J16150220+2353299       3862248  102211  0.056  (RL)         SA        (rl)          S0+   -1  0.00  (RL)SA(rl)0^+^
161510.60   +111643.1  CGCG 079-086                    57617  177152  0.034  (RPL)        SAB       (r,bl)        Sa     1  0.50  (RPL)SAB(r,bl)a
161513.07   +111750.6  IC 1206                         57623  177153  0.034  (RP)         SA        (_rs)         Sb     3  0.00  (RP)SA(_rs)b
161533.90   +563742.0  2MASX J16153389+5637417       2542796  146861  ---    (RPL)        SB        (rs)          Sa     1  1.00  (RPL)SB(rs)a
161540.41   +555746.0  2MASX J16154042+5557456       2520584  146668  ---    (RP)         SA        (l)           S0/a   0  0.00  (RP)SA(l)0/a:
161546.25   +544022.5  SDSS J161546.25+544022.5          ---  146154  ---                 SA        (rs)          Sc     5  0.00  SA(rs)c
161556.52   +192159.5  2MASX J16155652+1921590       1589777  127218  0.127  (R1)         SA        (l)           S0+   -1  0.00  (R1)SA(l)0^+^
161600.42   +383332.9  SDSS J161600.41+383332.8      2130373   69346  0.072               SAB       (_rs,nl)      Sb     3  0.50  SAB(_rs,nl)b
161616.18   +562504.1  2MASX J16161618+5625036       2536134  105235  ---    (R2P)        SAB       (s)           Sab    2  0.50  (R2P)SAB(s)ab
161616.51   +162917.2  2MASX J16161649+1629171       3862656  136097  0.086  (RP)         SAB       (s)           Sc     5  0.50  (RP)SAB(s)c
161622.03   +252549.3  2MASX J16162201+2525494       1736199   94499  0.063  (R)          SAB                     Sa     1  0.50  (R)SABa
161651.85   +333951.9  KUGX 1614+337                     ---  232490  0.031  (R1R2P)      SB        (r,bl)        Sa     1  1.00  (R1R2P)SB(r,bl)a
161709.31   +345244.0  NGC 6105                        57716   67028  0.029               SA_B      (r,bl)        S0+   -1  0.75  SA_B(r,bl)0^+^
161714.70   +571023.0  2MASX J16171467+5710226       2559088  146973  ---    (R)          SA        (l)           S0/a   0  0.00  (R)SA(l)0/a
161731.15   +241723.7  2MASX J16173113+2417240       1703959   95330  0.067  (RP)         SAB_a     (l)           Sa     1  0.50  (RP)SAB_a(l)a
161732.84   +582015.4  CGCG 298-026                    57735  147454  0.016  (RPL)        SB        (r,bl)        S0/a   0  1.00  (RPL)SB(r,bl)0/a
161738.01   +551852.7  2MASX J16173799+5518530       2497792  104992  ---    (R1)         SA_B      (r,bl)        S0+   -1  0.75  (R1)SA_B(r,bl)0^+^
161740.66   +251113.4  2MASX J16174066+2511130       1728105   94504  0.054  (R)          SA                      Sab    2  0.00  (R)SAab
161748.35   +114103.0  2MASX J16174832+1141030       3091182  180572  0.035  (R1R2P)      SA        (_rs)         S0/a   0  0.00  (R1R2P)SA(_rs)0/a
161752.01   +153344.7  2MASX J16175199+1533448       1487916  141648  0.082  (R2P)        SAB       (l)           Sb     3  0.50  (R2P)SAB(l)b
161757.65   +564753.1  2MASX J16175770+5647531       2548091  146976  0.065  (L)          SA        (r)           S0+   -1  0.00  (L)SA(r)0^+^
161806.82   +195552.9  2MASX J16180678+1955529       1610545  125438  0.095  (R)          SA        (l)           Sab    2  0.00  (R)SA(l)ab:
161807.37   +210359.2  UGC 10320                       57766  121583  0.032  (R1)         S_AB      (rs)          Sa     1  0.25  (R1)S_AB(rs)a
161810.44   +235140.1  2MASX J16181047+2351399       1695045  102588  0.105  (R2P)        S_AB_a    (irpl)        Sb     3  0.25  (R2P)S_AB_a(irpl)b:
161812.96   +495206.3  2MASX J16181294+4952060       2355876  184433  0.056  (R1)         S_AB_a    (l)           S0+   -1  0.25  (R1)S_AB_a(l)0^+^
161831.00   +503258.5  2MASX J16183100+5032581       2376145  184441  0.056  (R2P)        SAB       (s)           Sc     5  0.50  (R2P)SAB(s)c
161837.84   +420826.3  2MASX J16183780+4208261       2193156   71333  0.037  (R1R2P)      SA_B_a    (s)           Sa     1  0.75  (R1R2P)SA_B_a(s)a
161841.21   +345047.9  2MASX J16184120+3450477       2055480   65741  0.031  (R1P)        S_AB_a    (l)           Sa     1  0.25  (R1P)S_AB_a(l)a
161847.77   +255547.2  2MASX J16184779+2555474       1755593   99474  0.143  (R)          SA_B      (l)           Sab    2  0.75  (R)SA_B(l)ab:
161848.06   +535837.4  2MASX J16184802+5358378       2456250  146159  ---    (R2P)        SAB_a     (irpl)        Sb     3  0.50  (R2P)SAB_a(irpl)b
161849.84   +222719.2  2MASX J16184982+2227187       1670210  227256  0.038               SB        (rs)          S0+   -1  1.00  SB(rs)0^+^
161855.42   +163844.0  2MASX J16185539+1638439       1513637  136596  0.094  (R2P)        SAB       (s)           Sb     3  0.50  (R2P)SAB(s)b:
161900.50   +584737.4  2MASX J16190049+5847378       2582863  147714  ---                 SAB       (r)           S0+   -1  0.50  SAB(r)0^+^
161922.34   +353430.3  KUG 1617+356A                     ---   67483  0.031  (RPL)        SA_x      (r)           Sa     1  0.00  (RPL)SA_x(r)a
161941.53   +360517.7  UGC 10342                       57836   67695  0.032  (R1P)        SB        (_rs,bl)      Sab    2  1.00  (R1P)SB(_rs,bl)ab
162006.69   +500943.3  2MASX J16200666+5009430       2364735  184457  0.053  (R1R2P)      S                       Sa     1  0.50  (R1R2P)SAB_aa
162021.49   +491609.0  2MASX J16202142+4916089       2338134   14149  0.057               SB        (rl)          S0+   -1  1.00  SB(rl)0^+^
162036.73   +362156.6  KUGX 1618+364B                    ---   67925  0.031               SAB_a     (r)           S0/a   0  0.50  SAB_a(r)0/a:
162040.05   +185049.8  2MASX J16204007+1850497       1572244  127230  0.036  (R1R2P)      SAB       (l)           Sa     1  0.50  (R1R2P)SAB(l)a
162050.98   +574408.5  2MASX J16205100+5744086       2570478  147469  ---    (RP)         SB        (s)           Sa     1  1.00  (RP)SB(s)a
162054.58   +135459.6  2MASX J16205457+1354597       1444054  140254  0.060  (R2P)        SA_B      (s)           Sb     3  0.75  (R2P)SA_B(s)b
162056.59   +272502.7  SDSS J162056.58+272502.6      1807501  233360  0.128  (R2P)        SAB       (s)           Sb     3  0.50  (R2P)SAB(s)b:
162121.29   +401836.0  2MASX J16212131+4018363       2163908   70595  0.033  (L)          SB        (r,bl)        S0+   -1  1.00  (L)SB(r,bl)0^+^
162128.93   +450112.1  2MASX J16212890+4501123       2257244   38239  0.106  (RP)         SAB:      (s)           Sa     1  0.50  (RP)SAB:(s)a:
162144.67   +401216.8  2MASX J16214463+4012164       2162276   70597  0.033  (R1L)        SAB       (_rs)         Sa     1  0.50  (R1L)SAB(_rs)a
162149.05   +470307.6  2MASX J16214909+4703079       2291530  192200  0.029  (R1L)        SB        (r,bl)        S0+   -1  1.00  (R1L)SB(r,bl)0^+^
162201.84   +342626.8  2MASX J16220188+3426267       2049259   67241  0.072  (RP)         S_AB      (l)           Sa     1  0.25  (RP)S_AB(l)a
162203.94   +313251.3  SDSS J162203.93+313251.2      1952436  234234  0.058  (RL)         SA_B      (r,bl)        S0/a   0  0.75  (RL)SA_B(r,bl)0/a
162209.61   +571615.5  UGC 10361                       57934  182880  0.031  (RL)         SB_                     S0+   -1  1.00  (RL)SB_a0^+^
162212.64   +272032.2  2MASX J16221260+2720324       3498384  233364  0.096               ........                S0o   -2  9.99  S0 sp + PR?
162216.97   +102821.4  2MASX J16221697+1028217       1380017  172642  0.033  (RP)         SA        (rs)          Sb     3  0.00  (RP)SA(rs)b
162217.78   +271608.4  2MASX J16221779+2716084       1802884  233362  0.082               SA_B      (r)           Sb     3  0.75  SA_B(r)b:
162228.60   +215611.3  2MASX J16222861+2156111       1660271  227261  0.060  (R1P)        SA_B      (_rs,bl)      S0/a   0  0.75  (R1P)SA_B(_rs,bl)0/a
162246.62   +393504.5  CGCG 224-006                    57950   70218  0.032  (RP)         SA        (r)           Sa     1  0.00  (RP)SA(r)a
162248.01   +380203.5  2MASX J16224795+3802031       3498453   85445  0.030               SA        (r)           S0/a   0  0.00  SA(r)0/a
162313.68   +575047.9  2MASX J16231366+5750474       2571697  183061  ---    (RP)         SAB       (s)           Sb     3  0.50  (RP)SAB(s)b: pec
162326.34   +414231.7  SDSS J162326.33+414231.6          ---   36597  0.134  (RP)         SB_a      (s)           Sa     1  1.00  (RP)SB_a(s)a
162330.84   +094132.6  2MASX J16233083+0941328       1368674  176996  0.033               SA        (rl)          S0+   -1  0.00  SA(rl)0^+^
162339.19   +505810.5  UGC 10374                       57998  184471  0.020  (R1)         SAB_a     (r,bl)        S0/a   0  0.50  (R1)SAB_a(r,bl)0/a
162342.55   +240125.1  2MASX J16234257+2401246       1698199   94525  0.063  (R)          SAB       (rl)          S0/a   0  0.50  (R)SAB(rl)0/a
162358.28   +214913.8  2MASX J16235825+2149139         58013  227267  0.032  (R1L)        S_AB      (_rs)         Sab    2  0.25  (R1L)S_AB(_rs)ab
162415.92   +133802.1  2MASX J16241592+1338018       1436229  140260  0.123  (R2P)        SA_B      (s)           Sb     3  0.75  (R2P)SA_B(s)b
162423.63   +074647.7  2MASX J16242362+0746473       1330669  100656  0.116  (R)          SAB       (l)           Sa     1  0.50  (R)SAB(l)a
162424.43   +180119.9  2MASX J16242445+1801192       1548027  125366  0.091  (RP)         SA        (s)           Sb     3  0.00  (RP)SA(s)b
162427.71   +130557.5  2MASX J16242769+1305578       1422895  145372  0.128  (R)          SAB       (l)           S0/a   0  0.50  (R)SAB(l)0/a:
162435.64   +251714.8  2MASX J16243565+2517146       1731411   99589  ---    (R1R2P)      SAB_a     (l)           Sab    2  0.50  (R1R2P)SAB_a(l)ab
162436.95   +530719.3  MCG +09-27-035                  58047  104727  0.030  (R1P)        S_AB_a    (l)           Sab    2  0.25  (R1P)S_AB_a(l)ab
162439.67   +115055.4  2MASX J16243969+1150554       1399717  169040  0.107  (R1P)        SAB_a     (l)           Sab    2  0.50  (R1P)SAB_a(l)ab
162448.53   +373103.4  KUGX 1623+376                     ---   85457  0.030  (R)          SB        (_rs)         S0/a   0  1.00  (R)SB(_rs)0/a
162457.85   +501812.9  CGCG 251-015                    58069   32833  0.043  (RP)         SA        (_rs)         Sa     1  0.00  (RP)SA(_rs)a
162513.61   +511313.1  2MASX J16251357+5113127       2390492  145758  ---    (R1R2P)      SAB       (l)           S0/a   0  0.50  (R1R2P)SAB(l)0/a
162517.32   +384731.6  2MASX J16251731+3847318       2136644   70238  0.076  (RP)         SA        (r)           Sa     1  0.00  (RP)SA(r)a pec
162530.48   +495024.9  NGC 6154                        58095   14328  0.020  (R1PR2P)     SB        (_rs,bl)      Sab    2  1.00  (R1PR2P)SB(_rs,bl)ab pec
162535.18   +201647.0  2MASX J16253517+2016467       1622479  103640  0.040  (RP)         SA        (l)           S0/a   0  0.00  (RP)SA(l)0/a
162538.67   +400555.8  2MASX J16253862+4005554       3498920   70931  0.033  (R1PL)       S_AB      (r)           S0/a   0  0.25  (R1PL)S_AB(r)0/a
162541.94   +373059.7  2MASX J16254195+3730594       2102645   85461  0.031               SAB       (r)           S0+   -1  0.50  SAB(r)0^+^
162542.41   +240808.7  2MASX J16254241+2408091       3865528   95870  0.086  (R2P)        SAB       (l)           S0/a   0  0.50  (R2P)SAB(l)0/a
162548.02   +142905.7  2MASX J16254803+1429053       3865562  143968  0.050  (R1)         SAB_a     (irpl)        S0+   -1  0.50  (R1)SAB_a(irpl)0^+^
162551.09   +143335.4  2MASX J16255106+1433353       1461235  143967  0.092  (RP)         SB                      Sb     3  1.00  (RP)SBb
162552.79   +542929.4  2MASX J16255275+5429295       2471213  105260  ---                 SA        (rs)          Sab    2  0.00  SA(rs)ab pec
162606.96   +412046.5  2MASX J16260693+4120467       2179680   37596  0.059  (R2P)        SAB_a     (l)           Sa     1  0.50  (R2P)SAB_a(l)a
162607.41   +144725.3  SDSS J162607.41+144725.2      1467266  135612  0.091               SAB       (r)           Sb     3  0.50  SAB(r)b:
162608.14   +475514.2  2MASX J16260814+4755139       2306963   32958  0.058  (R1P)        SAB_a     (irpl)        Sa     1  0.50  (R1P)SAB_a(irpl)a
162608.34   +482200.5  NGC 6155                        58115   33127  0.008  (RL)         SA        (rs)          Sc     5  0.00  (RL)SA(rs)c
162609.96   +200222.8  2MASX J16260995+2002219       1614286  121603  ---    (RP)         SA_B      (s)           Scd    6  0.75  (RP)SA_B(s)cd:
162614.24   +142847.6  2MASX J16261426+1428475       1459234  143972  0.090  (RP)         SA        (l)           Sab    2  0.00  (RP)SA(l)ab:
162620.02   +281241.7  SDSS J162620.02+281241.6      3499032  233976  0.097  (R2P)        SAB       (l)           Sab    2  0.50  (R2P)SAB(l)ab:
162621.91   +405442.7  CGCG 224-024                    58121   72505  0.029  (RP)         SA        (_rs,l)       Sab    2  0.00  (RP)SA(_rs,l)ab
162636.40   +350242.1  KUG 1624+351                      ---   66587  0.034  (R)          SA        (rs)          Sb     3  0.00  (R)SA(rs)b pec or RG?
162636.75   +384641.4  2MASX J16263677+3846416       3499094   70240  0.059  (R1L)        SA_B      (r,bl)        S0+   -1  0.75  (R1L)SA_B(r,bl)0^+^
162644.51   +142250.7  SDSS J162644.50+142250.6          ---  143974  0.048  (RPL)        SB                      Sa     1  1.00  (RPL)SBa
162719.87   +213903.1  CGCG 138-011                    58172  228106  0.035  (RL)         SA        (l)           S0/a   0  0.00  (RL)SA(l)0/a
162728.64   +385208.8  CGCG 196-067                    58186   71778  0.028  (R1R2P)      SB        (r,bl)        Sa     1  1.00  (R1R2P)SB(r,bl)a
162733.05   +463811.1  2MASX J16273308+4638109       2284554  192682  0.068  (RP)         SA        (l)           Sa     1  0.00  (RP)SA(l)a
162735.61   +141154.9  2MASX J16273563+1411553       1451787  141268  0.051  (R2P)        SAB       (s)           Sc     5  0.50  (R2P)SAB(s)c:
162738.11   +435624.8  2MASX J16273814+4356250       2232780   35642  0.059               SA        (r)           S0+   -1  0.00  SA(r)0^+^
162741.09   +401255.6  2MASX J16274106+4012558       2162460   71358  0.059  (R1R2P)      SAB_a     (irpl)        Sa     1  0.50  (R1R2P)SAB_a(irpl)a
162745.18   +094940.1  2MASX J16274519+0949402       1370627  177091  0.051  (R1R2P)      SB        (r)           Sb     3  1.00  (R1R2P)SB(r)b
162758.95   +391810.5  MCG +07-34-045                  58214   72028  0.036               SAB       (i_rl,bl)     S0+   -1  0.50  SAB(i_rl,bl)0^+^
162805.46   +245029.8  2MASX J16280543+2450292       1717899   99594  0.091  (RP)         S_AB      (l)           Sa     1  0.25  (RP)S_AB(l)a
162811.56   +394918.9  UGC 10404                       58227   72276  0.027  (RP)         SB_a      (_rs)         Sab    2  1.00  (RP)SB_a(_rs)ab
162821.56   +405424.5  GIN 575                         87321   37608  0.034  (RP)         SAB       (r)           Sab    2  0.50  (RP)SAB(r)ab
162824.98   +411006.5  CGCG 224-037 NED01                ---   36656  0.033  (L)          SB        (_rs,bl)      S0/a   0  1.00  (L)SB(_rs,bl)0/a
162837.30   +394156.1  2MASX J16283731+3941559       2154233   72285  0.031  (R1P)        SAB       (r)           S0/a   0  0.50  (R1P)SAB(r)0/a
162844.42   +392825.8  KUG 1627+395                      ---   70961  0.027  (RP)         SA        (s:)          Sa     1  0.00  (RP)SA(s:)a
162849.50   +540025.3  2MASX J16284951+5400256       2457088  182606  ---                 SAB       (_rs)         Sc     5  0.50  SAB(_rs)c
162857.38   +405357.8  2MASX J16285738+4053579       2172609   36662  0.035               SB        (r)           S0+   -1  1.00  SB(r)0^+^
162902.56   +200301.3  2MASX J16290257+2003013       1614625  121699  0.035  (R1)         SA_B      (r)           S0+   -1  0.75  (R1)SA_B(r)0^+^
162907.83   +403954.1  2MASX J16290785+4039536        169660   37625  0.030               SAB       (r)           S0+   -1  0.50  SAB(r)0^+^:
162912.98   +410903.2  2MASX J16291297+4109037       2176488   37737  0.030  (RPL)        SB_a      (_rs,bl)      Sa     1  1.00  (RPL)SB_a(_rs,bl)a
162919.99   +392544.4  2MASX J16292003+3925447         58324   70975  0.028  (L)          SB        (rl,bl)       S0/a   0  1.00  (L)SB(rl,bl)0/a
162931.54   +402446.2  2MASX J16293149+4024458       3388168   37633  0.028  (R1P)        SA_B      (p,_rs,bl)    Sab    2  0.75  (R1P)SA_B(p,_rs,bl)ab
162937.81   +515233.7  I Zw 154                        58343  104736  ---    (RL)         SA        (l)           S0+   -1  0.00  (RL)SA(l)0^+^
162943.80   +214145.9  2MASX J16294377+2141456       3866749  102242  0.062  (RL)         SAB_a     (irpl)        S0+   -1  0.50  (RL)SAB_a(irpl)0^+^
162947.95   +394258.4  2MASX J16294792+3942581        214504   71377  0.028  (RL)         SAB_a     (l)           S0/a   0  0.50  (RL)SAB_a(l)0/a
162948.77   +170533.5  2MASX J16294880+1705332         58356  134853  0.052  (R2P)        SAB       (l)           Sab    2  0.50  (R2P)SAB(l)ab
162949.48   +401314.8  2MASX J16294947+4013151       2162532   36612  0.032               SAB_a     (rl,bl)       S0+   -1  0.50  SAB_a(rl,bl)0^+^
163001.55   +193551.1  2MASX J16300154+1935511       1598415  103653  ---    (R1)         SAB       (_rs,bl)      Sb     3  0.50  (R1)SAB(_rs,bl)b
163011.06   +421048.4  2MASX J16301107+4210488       2193823   36993  0.071  (RL)         SAB       (l)           S0+   -1  0.50  (RL)SAB(l)0^+^
163119.57   +394725.8  2MASX J16311954+3947253       2155705   36619  0.029               SB        (r,bl)        S0+   -1  1.00  SB(r,bl)0^+^
163123.04   +420940.1  SDSS J163123.04+420940.1          ---   38096  ---    (RP)         SA        (s)           Sa     1  0.00  (RP)SA(s)a:
163134.53   +403356.2  NGC 6184                        58432   37750  0.028  (RL)         S_AB      (_rs)         Sb     3  0.25  (RL)S_AB(_rs)b
163222.29   +255536.8  2MASX J16322227+2555371       1755489  233569  0.043  (R1P)        SA_B      (p,_rs)       Sab    2  0.75  (R1P)SA_B(p,_rs)ab
163253.67   +485553.0  2MASX J16325369+4855531       3365313   33618  0.107  (RL)         SA        (l)           S0+   -1  0.00  (RL)SA(l)0^+^
163303.13   +431203.9  SDSS J163303.13+431203.8      3130412  191237  0.071               SA        (_rs)         S0/a   0  0.00  SA(_rs)0/a
163308.88   +131623.4  2MASX J16330888+1316233       3867832  143600  0.054               SB        (r,bl)        S0+   -1  1.00  SB(r,bl)0^+^
163309.59   +345534.8  KUGX 1631+350                     ---   85122  0.035  (R2P)        SA        (r)           Sb     3  0.00  (R2P)SA(r)b
163311.15   +221139.6  2MASX J16331111+2211394       1665342   95656  0.097  (R2P)        SAB_a     (l)           Sb     3  0.50  (R2P)SAB_a(l)b:
163347.18   +482509.8  2MASX J16334719+4825100       2317068   14446  0.084  (R1P)        SAB_a     (l)           Sa     1  0.50  (R1P)SAB_a(l)a
163349.91   +502938.5  2MASX J16334992+5029380       2374659  146197  ---                 SA        (_rs)         S0/a   0  0.00  SA(_rs)0/a:
163401.79   +412052.5  KUG 1632+414                    58511   38102  0.028  (R:,R1P)     S_AB_a    (r)           Sab    2  0.25  (R:,R1P)S_AB_a(r)ab
163401.87   +345903.1  2MASX J16340187+3459034       3500317   85124  0.076  (R)          SA        (l)           S0+   -1  0.00  (R)SA(l)0^+^
163420.35   +503515.4  2MASX J16342031+5035157       2377128  146196  0.106  (RL)         SA_B_a    (rl,bl)       S0+   -1  0.75  (RL)SA_B_a(rl,bl)0^+^:
163453.67   +231242.7  CGCG 138-039                    58537  100962  0.039  (R2P)        SAB       (r)           Sb     3  0.50  (R2P)SAB(r)b
163524.92   +263633.7  2MASX J16352489+2636338       1782385   88396  0.058  (R)          SAB_a     (irpl)        S0/a   0  0.50  (R)SAB_a(irpl)0/a:
163527.39   +121458.3  2MFGC 13288                   1406233  178917  0.085  (R2P)        SAB       (s)           Sb     3  0.50  (R2P)SAB(s)b
163528.76   +524747.6  2MASX J16352879+5247476       2423919  147023  ---    (R1P)        SAB       (_rs)         Sb     3  0.50  (R1P)SAB(_rs)b
163539.52   +422740.6  MCG +07-34-114                  58560  191243  0.032  (RP:)        SA        (_rs)         Sa     1  0.00  (RP:)SA(_rs)a pec
163542.46   +491313.9  IC 1223                         58567  145936  0.030  (RP)         SB        (rs,rs,bl)    Sa     1  1.00  (RP)SB(rs,rs,bl)a
163544.15   +512256.7  2MASX J16354420+5122567       2393167  105035  0.127  (R)          SA        (r,l)         Sc     5  0.00  (R)SA(r,l)c: pec
163558.32   +451343.7  2MASXi J1635582+451343            ---   32978  0.101  (RP)         SAB       (s)           Sb     3  0.50  (RP)SAB(s)b:
163613.63   +404229.8  2MASX J16361365+4042296       2169777   37006  0.072  (R)          SA        (ls)          S0/a   0  0.00  (R)SA(ls)0/a [c]
163614.43   +470832.9  2MASX J16361443+4708320       2293089   14361  0.069               SA        (rl)          Sab    2  0.00  SA(rl)ab
163615.36   +425727.2  2MASX J16361536+4257270       2209821  191702  0.058  (R1P)        SB        (r,bl)        Sab    2  1.00  (R1P)SB(r,bl)ab
163631.29   +420242.6  2MASX J16363129+4202429       2191401  191245  0.061  (R2P)        S_AB      (l)           S0/a   0  0.25  (R2P)S_AB(l)0/a
163634.18   +222640.3  2MASX J16363420+2226397       3571385   94882  0.061  (RP)         SAB       (irpl)        Sb     3  0.50  (RP)SAB(irpl)b:
